"Country","Sex","Year","Age-standardised mean systolic blood pressure (mmHg)","Age-standardised mean systolic blood pressure lower 95% uncertainty interval (mmHg)","Age-standardised mean systolic blood pressure upper 95% uncertainty interval (mmHg)","Age-standardised mean diastolic blood pressure (mmHg)","Age-standardised mean diastolic blood pressure lower 95% uncertainty interval (mmHg)","Age-standardised mean diastolic blood pressure upper 95% uncertainty interval (mmHg)","Age-standardised prevalence of raised blood pressure","Age-standardised prevalence of raised blood pressure lower 95% uncertainty interval","Age-standardised prevalence of raised blood pressure upper 95% uncertainty interval","Crude prevalence of raised blood pressure","Crude prevalence of raised blood pressure lower 95% uncertainty interval","Crude prevalence of raised blood pressure upper 95% uncertainty interval","Number of adults with raised blood pressure","Number of adults with raised blood pressure lower 95% uncertainty interval","Number of adults with raised blood pressure upper 95% uncertainty interval"
"India","Men",1989,123.862814656122,120.656769269741,126.996528808956,78.613575108265,76.4156480723006,80.7924314331527,0.250153766252975,0.194453789246813,0.310015515485099,0.211053494608207,0.161923782102153,0.265297526997629,52405319.583389,39270163.5378398,66681140.3834636
"India","Men",1990,123.980308768725,120.931082224193,126.941361472953,78.6338497214538,76.5434759321729,80.6705442288465,0.250594507105898,0.196724992212453,0.30872822897187,0.211581010098129,0.164140155190189,0.263784739451778,53814591.0556996,40670797.3250736,68039492.2404123
"India","Men",1991,124.098988261119,121.191863934381,126.91163112866,78.6456174111942,76.6810032554688,80.608448450353,0.25098545395463,0.198549746342893,0.307457559093713,0.212079784092513,0.166029190256237,0.262942251045353,55235918.4846011,42099134.2140555,69496821.3775224
"India","Men",1992,124.222936041922,121.456804199785,126.886635391529,78.6542578730247,76.7983131864091,80.5151911047847,0.251398207187207,0.200545907612907,0.307008808308508,0.212618620579558,0.167539055107251,0.262796924797393,56688762.4791944,43608993.837381,70900595.0447187
"India","Men",1993,124.34998678774,121.700812387897,126.925792321962,78.6598008608722,76.8636997737983,80.4423111056507,0.251807778911997,0.202765274333082,0.305337159626358,0.213180763895101,0.168668239223372,0.26195167951562,58174950.3343514,45074038.4405201,72414698.6831795
"India","Men",1994,124.482299090851,121.908017608851,126.962438287273,78.664113163937,76.9472496316428,80.3603009341832,0.252220569370478,0.204385901922863,0.304014774037828,0.21377929236415,0.170966150921257,0.260769023828145,59706320.183153,46603319.4286194,73928933.9427037
"India","Men",1995,124.622063037815,122.200612363198,126.988695701574,78.6707584193764,77.0332668625092,80.2969231748186,0.252681924927383,0.206474998679573,0.303740877421131,0.214460938304162,0.172518427479465,0.260867128144094,61302363.9988541,48152146.1499271,75562142.1752487
"India","Men",1996,124.770198046619,122.485253033158,127.032347264465,78.6819014285805,77.1118830973737,80.2626723953948,0.253172639732028,0.2079982872938,0.302757714539269,0.215209649665064,0.174271430460898,0.260147397927775,62961965.4664202,49849047.0351187,77233921.5412682
"India","Men",1997,124.930315261946,122.722641716719,127.0876442216,78.6977806623637,77.2081764472278,80.2163897165381,0.253711744186428,0.209541118071865,0.301545132032616,0.216043937227364,0.176192855238084,0.26031951870297,64689913.7999124,51505654.9643225,79000925.4896135
"India","Men",1998,125.101786998401,122.947584844085,127.180885974885,78.7200784306213,77.2596126434352,80.1967318850076,0.254335059808838,0.211488012541182,0.301318919738624,0.217000069812428,0.177943605723949,0.260509472515577,66495415.6754495,53256894.9116442,80847800.4551637
"India","Men",1999,125.282934418776,123.20528644103,127.279031889268,78.7482724577948,77.3504759500998,80.1503678237485,0.255012419921767,0.213164642772144,0.301168688542096,0.218054743342617,0.179532721522166,0.260131509804306,68368039.7888452,55078739.1971641,82700499.1949364
"India","Men",2000,125.471016815819,123.504809202047,127.373454795945,78.7841229514096,77.4368164515656,80.1346301974797,0.255764266485549,0.21467028819968,0.300680889271804,0.219230366071001,0.181901379195412,0.259871495364584,70312492.1045829,56949732.683734,84673422.7622366
"India","Men",2001,125.668453581674,123.778321367251,127.496915677782,78.8316817771669,77.5165378301,80.1170055171456,0.256615669735772,0.216172443749963,0.300047903962344,0.220550415868215,0.184112277811829,0.26013640972944,72337542.6093195,58911587.5231807,86724377.2629542
"India","Men",2002,125.874869809508,124.068805969609,127.661829946201,78.8934814355746,77.642417316652,80.1066083258146,0.257561884950372,0.218251506167333,0.300171519952723,0.222011348240949,0.185916848726028,0.261117470599616,74445148.8260704,60914885.6015851,88863847.9359091
"India","Men",2003,126.082791082998,124.389657922193,127.800462912006,78.9676239850892,77.7789409394008,80.1135524130459,0.258509586183214,0.220041787237558,0.299764008355725,0.223530770975208,0.188108052249463,0.262029503564233,76608765.270444,62933700.6685566,91073741.6858944
"India","Men",2004,126.285084026709,124.651457885743,127.927612843979,79.0544574704856,77.9314814066464,80.163184906913,0.259471059473992,0.221625644222647,0.299930667508532,0.225123234643266,0.190236519009433,0.263174737635985,78833521.7998432,65030868.2254351,93439576.1817826
"India","Men",2005,126.475366057136,124.900026822044,128.057236319702,79.1588609685968,78.1016302547566,80.2290640964968,0.260414488366551,0.22284662507026,0.300665943668516,0.226761926780646,0.19197996965727,0.26439438367952,81110116.5761919,67095711.1234798,95916549.1485774
"India","Men",2006,126.64905041132,125.080210081645,128.197770968314,79.2763821047988,78.2565413650198,80.3014910158973,0.261286443651044,0.223691482526845,0.301183687640785,0.228396565945288,0.193197620511342,0.265288183292488,83419546.580325,69150289.6228261,98620436.5264027
"India","Men",2007,126.801761500655,125.258471460204,128.334871300477,79.40299480081,78.3945995605749,80.4092107203741,0.262057327311056,0.224586030706381,0.302345529687143,0.229996708869534,0.195391891431327,0.267164261775495,85748641.1565931,71027348.8145173,101469229.496327
"India","Men",2008,126.929142007156,125.341910756212,128.507626088525,79.5365292883062,78.5064073966922,80.5495011065833,0.262788774980533,0.224157564769177,0.304088942653546,0.23161566724059,0.195431882038424,0.270493856296943,88115443.4603734,72787808.4142991,104534875.240038
"India","Men",2009,127.028746798666,125.338020421231,128.70341135962,79.6741608603264,78.5767167862241,80.7413455196738,0.263468472858422,0.223274543261974,0.30695733635375,0.233236063226072,0.196054290251919,0.273967017564178,90512234.8577715,74280689.3115045,107982858.629033
"India","Men",2010,127.100634002088,125.271082430529,128.908249964689,79.814111247315,78.6227382690046,80.9711867326464,0.26402845757332,0.222128900373086,0.309975576215512,0.234789803527541,0.19563343041919,0.278316145130628,92910558.7977532,75578093.4410832,111739178.990796
"India","Men",2011,127.146705615125,125.068373252003,129.163411097776,79.954583877158,78.6337059039684,81.2531141202754,0.264399735191572,0.219103539185739,0.313737688136628,0.236209659928348,0.194273047543106,0.283204628321148,95279886.0373141,76522637.8413506,115825476.984628
"India","Men",2012,127.184091307438,124.832904928008,129.445101296561,80.1006498847244,78.5812650675346,81.5647521058597,0.264829971424631,0.216273279598728,0.318570421144198,0.237725494017346,0.191948777696889,0.288664965113567,97709642.0980008,77301634.347008,120444965.831396
"India","Men",2013,127.215020563796,124.555946112674,129.766949694173,80.2465848655567,78.521107343272,81.9538621124097,0.265200463520825,0.211879256970179,0.323760307795292,0.239223944064902,0.189206716118723,0.294634421483464,100152759.947378,77574304.704646,125251287.903284
"India","Men",2014,127.241124273573,124.203326417437,130.15838255908,80.3897478909337,78.4314446390321,82.358871965567,0.265564392092223,0.207153640956738,0.329868502764032,0.240752562772259,0.185998059094458,0.302241793425292,102627282.175041,77719551.4131324,130415018.992323
"India","Men",2015,127.26134570197,123.745494070316,130.549280209108,80.5312684116123,78.2997840895693,82.7921491611518,0.265892806879322,0.202463552962243,0.33694512994412,0.242281547440443,0.18288077398311,0.31096223498164,105118955.343736,77621029.3788945,136071598.938165
"India","Women",1975,119.124884348993,109.943638211251,127.624417357763,75.7822113565396,69.8523149042183,81.6217383900441,0.221230723420529,0.129883286737696,0.337380630368581,0.176925201964109,0.0986354410679297,0.280872567378266,28327076.3660717,15482532.3548294,45435299.066431
"India","Women",1976,119.300398353219,110.742543448329,127.149013949386,75.8923700352118,70.368750425751,81.3832377537534,0.222274161215258,0.134808649451859,0.331120780034127,0.177761392173116,0.102838327568335,0.276229336051662,29231345.2425824,16611611.755585,45818000.4040626
"India","Women",1977,119.473411439379,111.480370657033,126.747112546237,76.0007050976443,70.8462419236893,81.1112108052094,0.223320035202203,0.141027353762324,0.325719654237589,0.17866650197375,0.107669280604675,0.270311414339031,30177547.8461181,17834700.9542759,46276596.0548927
"India","Women",1978,119.64734867708,112.199666262351,126.43785717073,76.1098456940762,71.2908151220626,80.8248213207118,0.224393764990613,0.146823576413292,0.321095000860939,0.179644774697433,0.112467144792061,0.265688704125145,31166124.359337,19092675.9413844,46784544.9077742
"India","Women",1979,119.818024183286,112.886801608648,126.089739463573,76.2198885631724,71.7160340446776,80.5577351206985,0.225464559387413,0.151359398098355,0.317185965813924,0.180641494899343,0.116626824180976,0.263352908778563,32187495.8056898,20307810.5428365,47308747.990199
"India","Women",1980,119.990177149946,113.563100270953,125.756080715542,76.3282489154474,72.1690323445866,80.3141016794454,0.226532501886495,0.156093307598843,0.313390214606817,0.181638199655052,0.120717727888058,0.259000976251686,33237811.2980682,21543532.7270046,47967722.1592666
"India","Women",1981,120.161084802789,114.300573794324,125.608072911801,76.4346110586878,72.6361082517491,80.0808965353426,0.227599672541038,0.160242997936004,0.310372458080965,0.182638081146103,0.124367818160521,0.255724409531318,34316967.1597405,22816615.2179146,48592394.5254276
"India","Women",1982,120.331540822058,114.909210235528,125.393925501852,76.5375252301749,73.0435108495606,79.8972078631234,0.228643807148076,0.164451032089079,0.306563587081522,0.183630987691324,0.127360068807043,0.252244139750512,35422354.2831443,24058963.4654561,49386177.755479
"India","Women",1983,120.500426174234,115.602052533704,125.170395925553,76.6393554278428,73.4136272811722,79.8151294894793,0.229674171657553,0.167738908406501,0.303274263196862,0.184629042543483,0.130636692559609,0.249787268040357,36555735.840274,25339578.9191778,50186654.6277273
"India","Women",1984,120.670192592255,116.074947375552,125.040802314531,76.7400349524218,73.7246680213762,79.6894985026957,0.230704852464351,0.170930952857994,0.300236763556404,0.185650973568541,0.133803771813713,0.248077981733362,37720600.6031638,26600357.8427514,51091402.0603022
"India","Women",1985,120.843806599586,116.612231128962,124.937444662435,76.8390205141223,74.0541237845104,79.6319940168411,0.231715710144744,0.174191705947295,0.29868662914233,0.186683680432701,0.136699597762761,0.245731746872982,38914531.9299124,27828109.3614387,52146550.2809061
"India","Women",1986,121.019108785298,117.047738523166,124.903101416875,76.9374644426187,74.3117629878788,79.5258588388071,0.232761393390698,0.177125374550212,0.295475701536238,0.18777569703251,0.139341918437814,0.243999321685325,40148054.7279248,29055279.5929946,53221503.684135
"India","Women",1987,121.200020895012,117.515895280371,124.818307417625,77.0379293117178,74.5697486234449,79.4180078437902,0.233812228682575,0.180059245083133,0.293829964721385,0.188902943256152,0.142371805269713,0.242458451309354,41417519.8275733,30317518.367232,54425920.6100584
"India","Women",1988,121.384328495073,117.901286773898,124.753056621247,77.1354174874438,74.8197710359935,79.3794877466972,0.234827323436868,0.182764192901929,0.292755384974562,0.190035531490026,0.144519978357989,0.242177197824658,42718434.3565661,31603812.310187,55672882.715702
"India","Women",1989,121.567456359076,118.29051763913,124.745679657196,77.2272763040959,75.0687504045173,79.3423569719856,0.23580437763454,0.185561203004662,0.292005578471669,0.191179058018982,0.146905433177256,0.240727736151284,44054415.0208293,32951398.9981387,56897585.6563694
"India","Women",1990,121.745851380777,118.679890713112,124.79071355207,77.3100609812178,75.2684824655627,79.3174411655398,0.236716139554912,0.187390827024082,0.290691316319686,0.192314592574411,0.149103112586956,0.240367097363443,45423228.0591736,34292833.0242371,58223864.2609729
"India","Women",1991,121.920786945608,119.041228535316,124.816235694648,77.3826331878923,75.4839390602959,79.3087696569412,0.237527045296297,0.18964954119939,0.290754109492293,0.193413747930349,0.151269683763284,0.240694818308313,46818200.5042142,35659306.9560958,59614889.2882182
"India","Women",1992,122.093013389529,119.352190136988,124.815908680144,77.4457518244838,75.6361853525055,79.2729688176503,0.238246547970703,0.192109495994584,0.289778355499063,0.194484264860218,0.153974695290967,0.240536001276647,48241411.9257467,37033748.9909474,61099680.9180308
"India","Women",1993,122.260227105217,119.612882755588,124.802616581653,77.5004090550675,75.7509992952069,79.2505501465593,0.238892570325424,0.194062575234006,0.289389791390888,0.195536770170218,0.155463280968924,0.240531439608215,49698153.8077083,38419622.6785861,62622512.0202959
"India","Women",1994,122.422559361321,119.926981243215,124.83411064654,77.5466790444795,75.8730517176154,79.2183801291762,0.239457041353792,0.195578644852635,0.28794254710673,0.196556833390712,0.157431813715873,0.240101146139547,51188169.6134197,39808433.011295,64206001.8788217
"India","Women",1995,122.574761439847,120.206329451205,124.898579688783,77.5850273175658,76.0077064929623,79.189837506987,0.239976794472078,0.196879960491777,0.286906384465767,0.197573478662856,0.159285261633377,0.240142905386198,52721267.9018627,41288308.48207,65814496.6560212
"India","Women",1996,122.720472988603,120.444325086163,124.951287020773,77.6177923623902,76.1062655487468,79.1632263417935,0.240404970765209,0.198041781491885,0.28645190835494,0.198544991220418,0.160721269464661,0.24025213000702,54287016.0304612,42713178.5883129,67366807.5492521
"India","Women",1997,122.865353921983,120.668906787432,125.007606754627,77.6484823036672,76.1942192342092,79.1383107991107,0.240834807170585,0.199309229301969,0.285803120479306,0.199559328607635,0.162630646700801,0.240554966346198,55908223.8042639,44240780.7878754,69036826.6761986
"India","Women",1998,123.014793833327,120.902163965418,125.072734635817,77.6790701220495,76.3198538804541,79.1627962497434,0.24124154753618,0.201168380366265,0.28466564771867,0.200598611937712,0.16476385028769,0.240464889579143,57578750.5225198,45856849.7450595,70803737.1480593
"India","Women",1999,123.168439410405,121.13043324492,125.20115351653,77.7115701994888,76.3875003269306,79.1476125559171,0.241639185935434,0.202624457618087,0.283989951859669,0.201681491241594,0.166732894223231,0.239981492352607,59301616.8208895,47479164.4288852,72614420.3094112
"India","Women",2000,123.326500615067,121.385825921884,125.268453010596,77.7462899907989,76.4360576117521,79.0979286201073,0.242070869001757,0.204002436423382,0.282796963641995,0.202851676141786,0.168532660121821,0.240473880916769,61088223.8194343,49191647.1363299,74380855.6408114
"India","Women",2001,123.493154476428,121.627618915478,125.377941722127,77.7870196286558,76.5342397277469,79.0888292420767,0.242506518283688,0.2050566776884,0.282025491039227,0.20408215762581,0.170729878553345,0.240372934338958,62930696.3293764,50886527.5422288,76298304.453947
"India","Women",2002,123.667926082377,121.878059304239,125.452887076254,77.8370010992942,76.6312577149843,79.0932182880446,0.243001127559867,0.20654469599747,0.280918956530128,0.205424770893942,0.172557080209968,0.240599105527481,64845716.4693147,52717073.8252924,78250252.1799449
"India","Women",2003,123.843727229812,122.162403337596,125.542359401639,77.8955274003544,76.7243195213396,79.0981326601744,0.243490783177246,0.208160286927229,0.280326315163219,0.206829377412145,0.174789913379377,0.241154668563824,66817584.650391,54629120.809967,80232552.6925472
"India","Women",2004,124.01334051985,122.420460173593,125.662937134331,77.9671382072139,76.8632352024711,79.0855250225995,0.2439597563108,0.20936320279215,0.279356937051966,0.20829031116155,0.177010111821134,0.241178495695858,68843640.8677672,56450712.1201719,82359954.2760777
"India","Women",2005,124.167509673183,122.633185958061,125.758273155635,78.0503331138177,77.0020197372394,79.12318637291,0.244436601715619,0.209598445617839,0.279807754603933,0.209839164185421,0.178632234610686,0.242250625906256,70933511.7512762,58257977.5693695,84630116.2576274
"India","Women",2006,124.299930407864,122.804882993277,125.819679631069,78.1421360166102,77.1203095762174,79.163337869489,0.244900553606744,0.21019761975962,0.279750682106759,0.211457729296366,0.180032921787004,0.244221508488999,73081446.3667627,60067999.0330899,87101148.0081282
"India","Women",2007,124.406125574434,122.936472255321,125.903049680749,78.2417822680996,77.250240590906,79.2155366180532,0.24533303762946,0.210474156396235,0.280137351660493,0.21312454844032,0.181210954514657,0.245402189130103,75279098.8801878,61776385.5267875,89711916.3883483
"India","Women",2008,124.481423008896,122.963627373173,125.971719791221,78.3453510240476,77.3534544380811,79.3339365978745,0.24574606745941,0.210101754183091,0.281769191339387,0.214845782234884,0.182301746893405,0.24845980526836,77525403.968254,63351246.8760955,92638945.5213479
"India","Women",2009,124.523504616269,122.960770628408,126.086189749323,78.4518798716207,77.4068443018918,79.5049862599212,0.246101122175628,0.209267329405867,0.283734188661446,0.216578504576845,0.18294203082759,0.252046996626719,79800500.8524677,64854054.6091871,95828711.1362225
"India","Women",2010,124.534752854695,122.817191152054,126.247756417197,78.5605688852975,77.4182802932418,79.7239021734216,0.246401259452486,0.207751725495195,0.286797557812039,0.218319469115439,0.182574459775775,0.256428309164729,82099098.5382456,66157984.0676723,99269872.7592102
"India","Women",2011,124.516703849326,122.541863422724,126.440123074534,78.6690848631696,77.3950981055352,79.9714261673103,0.24664787435518,0.205277356693355,0.289973935757124,0.220068665643562,0.181729337117109,0.261272269963845,84418207.3954511,67271455.3894777,103008925.477405
"India","Women",2012,124.482272860218,122.207197036938,126.696851655941,78.7779125124909,77.3214560556751,80.2370499031605,0.246917898015249,0.202224619228465,0.294040237777973,0.221897367988244,0.180107640204748,0.266781460986012,86784740.2474607,68209097.5157574,107144839.792069
"India","Women",2013,124.43753364547,121.811331499496,127.014735485686,78.8854541879292,77.2261675974057,80.5534943050251,0.247142392172754,0.198809402000846,0.298864290229133,0.223734796396703,0.178359587101916,0.272907572313258,89172480.3875887,68930516.8477115,111673886.117185
"India","Women",2014,124.386239390999,121.351054839142,127.362613294369,78.9898762943111,77.0738453374523,80.94684074552,0.247311819024659,0.194689723929057,0.305265361786591,0.225564448052074,0.176479954303153,0.281021618352147,91576320.5940816,69352314.9573804,116637832.874687
"India","Women",2015,124.329087647174,120.857971882311,127.73947317269,79.0916749920091,76.8884352823297,81.3240546467698,0.247447767051737,0.189872607127572,0.311332596283088,0.2274017134566,0.173064104765558,0.289381673939042,94003075.6244455,69641012.3052417,122008713.899779
